bounds,label,group,sample,peak_rss_KiB,key
explicit,final,BenchmarkJsonAsSerialize_wazero,2,22956,final-explicit-BenchmarkJsonAsSerialize_wazero-2
explicit,final,BenchmarkJsonAsSerialize_wazero,3,25480,final-explicit-BenchmarkJsonAsSerialize_wazero-3
explicit,base,BenchmarkJsonAsSerialize_wazero,3,21448,base-explicit-BenchmarkJsonAsSerialize_wazero-3
explicit,base,BenchmarkJsonAsSerialize_wazero,4,21844,base-explicit-BenchmarkJsonAsSerialize_wazero-4
explicit,final,BenchmarkJsonAsSerialize_wazero,4,22572,final-explicit-BenchmarkJsonAsSerialize_wazero-4
explicit,final,BenchmarkJsonAsSerialize_wazero,5,24040,final-explicit-BenchmarkJsonAsSerialize_wazero-5
explicit,base,BenchmarkJsonAsSerialize_wazero,5,23244,base-explicit-BenchmarkJsonAsSerialize_wazero-5
explicit,base,BenchmarkJsonAsDeserialize_wazero,0,24028,base-explicit-BenchmarkJsonAsDeserialize_wazero-0
explicit,final,BenchmarkJsonAsDeserialize_wazero,0,23768,final-explicit-BenchmarkJsonAsDeserialize_wazero-0
explicit,final,BenchmarkJsonAsDeserialize_wazero,1,23060,final-explicit-BenchmarkJsonAsDeserialize_wazero-1
explicit,base,BenchmarkJsonAsDeserialize_wazero,1,23116,base-explicit-BenchmarkJsonAsDeserialize_wazero-1
explicit,base,BenchmarkJsonAsDeserialize_wazero,2,21728,base-explicit-BenchmarkJsonAsDeserialize_wazero-2
explicit,final,BenchmarkJsonAsDeserialize_wazero,2,23060,final-explicit-BenchmarkJsonAsDeserialize_wazero-2
explicit,final,BenchmarkJsonAsDeserialize_wazero,3,22936,final-explicit-BenchmarkJsonAsDeserialize_wazero-3
explicit,base,BenchmarkJsonAsDeserialize_wazero,3,23308,base-explicit-BenchmarkJsonAsDeserialize_wazero-3
explicit,base,BenchmarkJsonAsDeserialize_wazero,4,22684,base-explicit-BenchmarkJsonAsDeserialize_wazero-4
explicit,final,BenchmarkJsonAsDeserialize_wazero,4,21520,final-explicit-BenchmarkJsonAsDeserialize_wazero-4
explicit,final,BenchmarkJsonAsDeserialize_wazero,5,23476,final-explicit-BenchmarkJsonAsDeserialize_wazero-5
explicit,base,BenchmarkJsonAsDeserialize_wazero,5,22880,base-explicit-BenchmarkJsonAsDeserialize_wazero-5
explicit,base,BenchmarkCompileCommuteSelfUpdate,0,139480,base-explicit-BenchmarkCompileCommuteSelfUpdate-0
explicit,final,BenchmarkCompileCommuteSelfUpdate,0,131860,final-explicit-BenchmarkCompileCommuteSelfUpdate-0
explicit,final,BenchmarkCompileCommuteSelfUpdate,1,138804,final-explicit-BenchmarkCompileCommuteSelfUpdate-1
explicit,base,BenchmarkCompileCommuteSelfUpdate,1,135496,base-explicit-BenchmarkCompileCommuteSelfUpdate-1
explicit,base,BenchmarkCompileCommuteSelfUpdate,2,139280,base-explicit-BenchmarkCompileCommuteSelfUpdate-2
explicit,final,BenchmarkCompileCommuteSelfUpdate,2,139528,final-explicit-BenchmarkCompileCommuteSelfUpdate-2
explicit,final,BenchmarkCompileCommuteSelfUpdate,3,132296,final-explicit-BenchmarkCompileCommuteSelfUpdate-3
explicit,base,BenchmarkCompileCommuteSelfUpdate,3,134064,base-explicit-BenchmarkCompileCommuteSelfUpdate-3
explicit,base,BenchmarkCompileCommuteSelfUpdate,4,140316,base-explicit-BenchmarkCompileCommuteSelfUpdate-4
explicit,final,BenchmarkCompileCommuteSelfUpdate,4,139308,final-explicit-BenchmarkCompileCommuteSelfUpdate-4
explicit,final,BenchmarkCompileCommuteSelfUpdate,5,139888,final-explicit-BenchmarkCompileCommuteSelfUpdate-5
explicit,base,BenchmarkCompileCommuteSelfUpdate,5,140180,base-explicit-BenchmarkCompileCommuteSelfUpdate-5
explicit,base,BenchmarkExecCommuteSelfUpdate,0,54064,base-explicit-BenchmarkExecCommuteSelfUpdate-0
explicit,final,BenchmarkExecCommuteSelfUpdate,0,54304,final-explicit-BenchmarkExecCommuteSelfUpdate-0
explicit,final,BenchmarkExecCommuteSelfUpdate,1,53824,final-explicit-BenchmarkExecCommuteSelfUpdate-1
explicit,base,BenchmarkExecCommuteSelfUpdate,1,53980,base-explicit-BenchmarkExecCommuteSelfUpdate-1
explicit,base,BenchmarkExecCommuteSelfUpdate,2,55840,base-explicit-BenchmarkExecCommuteSelfUpdate-2
explicit,final,BenchmarkExecCommuteSelfUpdate,2,56036,final-explicit-BenchmarkExecCommuteSelfUpdate-2
explicit,final,BenchmarkExecCommuteSelfUpdate,3,53952,final-explicit-BenchmarkExecCommuteSelfUpdate-3
explicit,base,BenchmarkExecCommuteSelfUpdate,3,53780,base-explicit-BenchmarkExecCommuteSelfUpdate-3
explicit,base,BenchmarkExecCommuteSelfUpdate,4,54460,base-explicit-BenchmarkExecCommuteSelfUpdate-4
explicit,final,BenchmarkExecCommuteSelfUpdate,4,53932,final-explicit-BenchmarkExecCommuteSelfUpdate-4
explicit,final,BenchmarkExecCommuteSelfUpdate,5,53688,final-explicit-BenchmarkExecCommuteSelfUpdate-5
explicit,base,BenchmarkExecCommuteSelfUpdate,5,54136,base-explicit-BenchmarkExecCommuteSelfUpdate-5
explicit,base,BenchmarkKernels,0,19876,base-explicit-BenchmarkKernels-0
explicit,final,BenchmarkKernels,0,22392,final-explicit-BenchmarkKernels-0
explicit,final,BenchmarkKernels,1,22320,final-explicit-BenchmarkKernels-1
explicit,base,BenchmarkKernels,1,21920,base-explicit-BenchmarkKernels-1
explicit,base,BenchmarkKernels,2,20164,base-explicit-BenchmarkKernels-2
explicit,final,BenchmarkKernels,2,20104,final-explicit-BenchmarkKernels-2
explicit,final,BenchmarkKernels,3,20208,final-explicit-BenchmarkKernels-3
explicit,base,BenchmarkKernels,3,22192,base-explicit-BenchmarkKernels-3
explicit,base,BenchmarkKernels,4,19828,base-explicit-BenchmarkKernels-4
explicit,final,BenchmarkKernels,4,20120,final-explicit-BenchmarkKernels-4
explicit,final,BenchmarkKernels,5,20400,final-explicit-BenchmarkKernels-5
explicit,base,BenchmarkKernels,5,19568,base-explicit-BenchmarkKernels-5
explicit,base,BenchmarkSqliBenign,0,14960,base-explicit-BenchmarkSqliBenign-0
explicit,final,BenchmarkSqliBenign,0,13260,final-explicit-BenchmarkSqliBenign-0
explicit,final,BenchmarkSqliBenign,1,13024,final-explicit-BenchmarkSqliBenign-1
explicit,base,BenchmarkSqliBenign,1,13148,base-explicit-BenchmarkSqliBenign-1
explicit,base,BenchmarkSqliBenign,2,11000,base-explicit-BenchmarkSqliBenign-2
explicit,final,BenchmarkSqliBenign,2,12884,final-explicit-BenchmarkSqliBenign-2
explicit,final,BenchmarkSqliBenign,3,13060,final-explicit-BenchmarkSqliBenign-3
explicit,base,BenchmarkSqliBenign,3,13080,base-explicit-BenchmarkSqliBenign-3
explicit,base,BenchmarkSqliBenign,4,13180,base-explicit-BenchmarkSqliBenign-4
explicit,final,BenchmarkSqliBenign,4,12968,final-explicit-BenchmarkSqliBenign-4
explicit,final,BenchmarkSqliBenign,5,13152,final-explicit-BenchmarkSqliBenign-5
explicit,base,BenchmarkSqliBenign,5,13032,base-explicit-BenchmarkSqliBenign-5
explicit,base,BenchmarkDecode,0,103260,base-explicit-BenchmarkDecode-0
explicit,final,BenchmarkDecode,0,105240,final-explicit-BenchmarkDecode-0
explicit,final,BenchmarkDecode,1,102660,final-explicit-BenchmarkDecode-1
explicit,base,BenchmarkDecode,1,99192,base-explicit-BenchmarkDecode-1
explicit,base,BenchmarkDecode,2,110720,base-explicit-BenchmarkDecode-2
explicit,final,BenchmarkDecode,2,100000,final-explicit-BenchmarkDecode-2
explicit,final,BenchmarkDecode,3,113752,final-explicit-BenchmarkDecode-3
explicit,base,BenchmarkDecode,3,106448,base-explicit-BenchmarkDecode-3
explicit,base,BenchmarkDecode,4,106880,base-explicit-BenchmarkDecode-4
explicit,final,BenchmarkDecode,4,104388,final-explicit-BenchmarkDecode-4
explicit,final,BenchmarkDecode,5,96448,final-explicit-BenchmarkDecode-5
explicit,base,BenchmarkDecode,5,105688,base-explicit-BenchmarkDecode-5
explicit,base,BenchmarkValidate,0,88828,base-explicit-BenchmarkValidate-0
explicit,final,BenchmarkValidate,0,90628,final-explicit-BenchmarkValidate-0
explicit,final,BenchmarkValidate,1,91116,final-explicit-BenchmarkValidate-1
explicit,base,BenchmarkValidate,1,81608,base-explicit-BenchmarkValidate-1
explicit,base,BenchmarkValidate,2,84208,base-explicit-BenchmarkValidate-2
explicit,final,BenchmarkValidate,2,83372,final-explicit-BenchmarkValidate-2
explicit,final,BenchmarkValidate,3,82616,final-explicit-BenchmarkValidate-3
explicit,base,BenchmarkValidate,3,91112,base-explicit-BenchmarkValidate-3
explicit,base,BenchmarkValidate,4,89572,base-explicit-BenchmarkValidate-4
explicit,final,BenchmarkValidate,4,85960,final-explicit-BenchmarkValidate-4
explicit,final,BenchmarkValidate,5,90080,final-explicit-BenchmarkValidate-5
explicit,base,BenchmarkValidate,5,91396,base-explicit-BenchmarkValidate-5
explicit,base,BenchmarkValidateWorkers,0,92728,base-explicit-BenchmarkValidateWorkers-0
explicit,final,BenchmarkValidateWorkers,0,92508,final-explicit-BenchmarkValidateWorkers-0
explicit,final,BenchmarkValidateWorkers,1,93284,final-explicit-BenchmarkValidateWorkers-1
explicit,base,BenchmarkValidateWorkers,1,90780,base-explicit-BenchmarkValidateWorkers-1
explicit,base,BenchmarkValidateWorkers,2,88724,base-explicit-BenchmarkValidateWorkers-2
explicit,final,BenchmarkValidateWorkers,2,92700,final-explicit-BenchmarkValidateWorkers-2
explicit,final,BenchmarkValidateWorkers,3,91512,final-explicit-BenchmarkValidateWorkers-3
explicit,base,BenchmarkValidateWorkers,3,92020,base-explicit-BenchmarkValidateWorkers-3
explicit,base,BenchmarkValidateWorkers,4,90908,base-explicit-BenchmarkValidateWorkers-4
explicit,final,BenchmarkValidateWorkers,4,90180,final-explicit-BenchmarkValidateWorkers-4
explicit,final,BenchmarkValidateWorkers,5,92348,final-explicit-BenchmarkValidateWorkers-5
explicit,base,BenchmarkValidateWorkers,5,92916,base-explicit-BenchmarkValidateWorkers-5
explicit,base,BenchmarkCompile,0,1546984,base-explicit-BenchmarkCompile-0
explicit,final,BenchmarkCompile,0,1731480,final-explicit-BenchmarkCompile-0
explicit,final,BenchmarkCompile,1,1787620,final-explicit-BenchmarkCompile-1
explicit,base,BenchmarkCompile,1,1609940,base-explicit-BenchmarkCompile-1
explicit,base,BenchmarkCompile,2,1591048,base-explicit-BenchmarkCompile-2
explicit,final,BenchmarkCompile,2,1789400,final-explicit-BenchmarkCompile-2
explicit,final,BenchmarkCompile,3,1843196,final-explicit-BenchmarkCompile-3
explicit,base,BenchmarkCompile,3,1634340,base-explicit-BenchmarkCompile-3
explicit,base,BenchmarkCompile,4,1617164,base-explicit-BenchmarkCompile-4
explicit,final,BenchmarkCompile,4,1843624,final-explicit-BenchmarkCompile-4
explicit,final,BenchmarkCompile,5,1796428,final-explicit-BenchmarkCompile-5
explicit,base,BenchmarkCompile,5,1616164,base-explicit-BenchmarkCompile-5
explicit,base,BenchmarkCompileWorkers,0,764804,base-explicit-BenchmarkCompileWorkers-0
explicit,final,BenchmarkCompileWorkers,0,845020,final-explicit-BenchmarkCompileWorkers-0
explicit,final,BenchmarkCompileWorkers,1,834256,final-explicit-BenchmarkCompileWorkers-1
explicit,base,BenchmarkCompileWorkers,1,800976,base-explicit-BenchmarkCompileWorkers-1
explicit,base,BenchmarkCompileWorkers,2,808752,base-explicit-BenchmarkCompileWorkers-2
explicit,final,BenchmarkCompileWorkers,2,893344,final-explicit-BenchmarkCompileWorkers-2
explicit,final,BenchmarkCompileWorkers,3,872340,final-explicit-BenchmarkCompileWorkers-3
explicit,base,BenchmarkCompileWorkers,3,792764,base-explicit-BenchmarkCompileWorkers-3
explicit,base,BenchmarkCompileWorkers,4,796996,base-explicit-BenchmarkCompileWorkers-4
explicit,final,BenchmarkCompileWorkers,4,887468,final-explicit-BenchmarkCompileWorkers-4
explicit,final,BenchmarkCompileWorkers,5,865560,final-explicit-BenchmarkCompileWorkers-5
explicit,base,BenchmarkCompileWorkers,5,796128,base-explicit-BenchmarkCompileWorkers-5
explicit,base,BenchmarkCompileFullOptimizationAblation,0,12340,base-explicit-BenchmarkCompileFullOptimizationAblation-0
explicit,final,BenchmarkCompileFullOptimizationAblation,0,12944,final-explicit-BenchmarkCompileFullOptimizationAblation-0
explicit,final,BenchmarkCompileFullOptimizationAblation,1,12940,final-explicit-BenchmarkCompileFullOptimizationAblation-1
explicit,base,BenchmarkCompileFullOptimizationAblation,1,12232,base-explicit-BenchmarkCompileFullOptimizationAblation-1
explicit,base,BenchmarkCompileFullOptimizationAblation,2,12400,base-explicit-BenchmarkCompileFullOptimizationAblation-2
explicit,final,BenchmarkCompileFullOptimizationAblation,2,12988,final-explicit-BenchmarkCompileFullOptimizationAblation-2
explicit,final,BenchmarkCompileFullOptimizationAblation,3,15168,final-explicit-BenchmarkCompileFullOptimizationAblation-3
explicit,base,BenchmarkCompileFullOptimizationAblation,3,12448,base-explicit-BenchmarkCompileFullOptimizationAblation-3
explicit,base,BenchmarkCompileFullOptimizationAblation,4,12340,base-explicit-BenchmarkCompileFullOptimizationAblation-4
explicit,final,BenchmarkCompileFullOptimizationAblation,4,12936,final-explicit-BenchmarkCompileFullOptimizationAblation-4
explicit,final,BenchmarkCompileFullOptimizationAblation,5,12968,final-explicit-BenchmarkCompileFullOptimizationAblation-5
explicit,base,BenchmarkCompileFullOptimizationAblation,5,10168,base-explicit-BenchmarkCompileFullOptimizationAblation-5
explicit,base,BenchmarkCompileFullWorkers,0,231256,base-explicit-BenchmarkCompileFullWorkers-0
explicit,final,BenchmarkCompileFullWorkers,0,235196,final-explicit-BenchmarkCompileFullWorkers-0
explicit,final,BenchmarkCompileFullWorkers,1,228316,final-explicit-BenchmarkCompileFullWorkers-1
explicit,base,BenchmarkCompileFullWorkers,1,234500,base-explicit-BenchmarkCompileFullWorkers-1
explicit,base,BenchmarkCompileFullWorkers,2,231320,base-explicit-BenchmarkCompileFullWorkers-2
explicit,final,BenchmarkCompileFullWorkers,2,231860,final-explicit-BenchmarkCompileFullWorkers-2
explicit,final,BenchmarkCompileFullWorkers,3,231324,final-explicit-BenchmarkCompileFullWorkers-3
explicit,base,BenchmarkCompileFullWorkers,3,232036,base-explicit-BenchmarkCompileFullWorkers-3
explicit,base,BenchmarkCompileFullWorkers,4,231844,base-explicit-BenchmarkCompileFullWorkers-4
explicit,final,BenchmarkCompileFullWorkers,4,232900,final-explicit-BenchmarkCompileFullWorkers-4
explicit,final,BenchmarkCompileFullWorkers,5,230256,final-explicit-BenchmarkCompileFullWorkers-5
explicit,base,BenchmarkCompileFullWorkers,5,231824,base-explicit-BenchmarkCompileFullWorkers-5
explicit,base,BenchmarkCompileMultiModuleThroughput,0,202396,base-explicit-BenchmarkCompileMultiModuleThroughput-0
explicit,final,BenchmarkCompileMultiModuleThroughput,0,199936,final-explicit-BenchmarkCompileMultiModuleThroughput-0
explicit,final,BenchmarkCompileMultiModuleThroughput,1,207060,final-explicit-BenchmarkCompileMultiModuleThroughput-1
explicit,base,BenchmarkCompileMultiModuleThroughput,1,212296,base-explicit-BenchmarkCompileMultiModuleThroughput-1
explicit,base,BenchmarkCompileMultiModuleThroughput,2,194920,base-explicit-BenchmarkCompileMultiModuleThroughput-2
explicit,final,BenchmarkCompileMultiModuleThroughput,2,189216,final-explicit-BenchmarkCompileMultiModuleThroughput-2
explicit,final,BenchmarkCompileMultiModuleThroughput,3,208312,final-explicit-BenchmarkCompileMultiModuleThroughput-3
explicit,base,BenchmarkCompileMultiModuleThroughput,3,199112,base-explicit-BenchmarkCompileMultiModuleThroughput-3
explicit,base,BenchmarkCompileMultiModuleThroughput,4,203548,base-explicit-BenchmarkCompileMultiModuleThroughput-4
explicit,final,BenchmarkCompileMultiModuleThroughput,4,208764,final-explicit-BenchmarkCompileMultiModuleThroughput-4
explicit,final,BenchmarkCompileMultiModuleThroughput,5,207352,final-explicit-BenchmarkCompileMultiModuleThroughput-5
explicit,base,BenchmarkCompileMultiModuleThroughput,5,212868,base-explicit-BenchmarkCompileMultiModuleThroughput-5
explicit,base,BenchmarkInstantiate,0,81076,base-explicit-BenchmarkInstantiate-0
explicit,final,BenchmarkInstantiate,0,84032,final-explicit-BenchmarkInstantiate-0
explicit,final,BenchmarkInstantiate,1,80884,final-explicit-BenchmarkInstantiate-1
explicit,base,BenchmarkInstantiate,1,82696,base-explicit-BenchmarkInstantiate-1
explicit,base,BenchmarkInstantiate,2,79288,base-explicit-BenchmarkInstantiate-2
explicit,final,BenchmarkInstantiate,2,79536,final-explicit-BenchmarkInstantiate-2
explicit,final,BenchmarkInstantiate,3,80916,final-explicit-BenchmarkInstantiate-3
explicit,base,BenchmarkInstantiate,3,88292,base-explicit-BenchmarkInstantiate-3
explicit,base,BenchmarkInstantiate,4,81496,base-explicit-BenchmarkInstantiate-4
explicit,final,BenchmarkInstantiate,4,81636,final-explicit-BenchmarkInstantiate-4
explicit,final,BenchmarkInstantiate,5,95276,final-explicit-BenchmarkInstantiate-5
explicit,base,BenchmarkInstantiate,5,84708,base-explicit-BenchmarkInstantiate-5
