source	line	section	commit	categories	table_header	claim
pr-commit-messages.txt	379	arm64: track hint terminators in dispatch	5a792284302102c06d61c6ef618310a88d294b23	method-or-checkpoint		- unchanged; checkpoint report will be refreshed separately
pr-commit-messages.txt	381	docs: refresh ARM64 compile-latency report	41269361c42b04c5162ae804e9b0f909e664c23a	method-or-checkpoint		commit 41269361c42b04c5162ae804e9b0f909e664c23a
pr-commit-messages.txt	382	docs: refresh ARM64 compile-latency report	41269361c42b04c5162ae804e9b0f909e664c23a	time		docs: refresh ARM64 compile-latency report
pr-commit-messages.txt	383	docs: refresh ARM64 compile-latency report	41269361c42b04c5162ae804e9b0f909e664c23a	code-or-storage-size,method-or-checkpoint		Why:\n- The stopping-point report ended before the latest scanner changes.\n- The clean-address change also made the old generated-code parity wording stale.\n\nWhat:\n- Record the dispatch-local constant and terminator measurements.\n- Distinguish the full aggregate checkpoint from later incremental results.\n- Refresh the implementation inventory and source delta.\n\nProof:\n- git diff --check\n- Measurements and semantic tests are recorded alongside each retained change.\n\nDocs:\n- REPORT.md is the requested review checkpoint.
pr-commit-messages.txt	385	wasm: compact validated segment counts	ab350ed166f68084ba492b61792433ff25ec9fdc	method-or-checkpoint		commit ab350ed166f68084ba492b61792433ff25ec9fdc
pr-commit-messages.txt	387	wasm: compact validated segment counts	ab350ed166f68084ba492b61792433ff25ec9fdc	time,memory,code-or-storage-size,method-or-checkpoint		Why:\n- Validation retained two 32-bit segment maxima in every function summary.\n- Those fields kept ValidatedFuncFacts at 32 bytes and contributed to the remaining full-pipeline heap delta.\n\nWhat:\n- Store exact segment state counts through 255 in byte fields.\n- Route larger indexes through the existing detailed requirements scan.\n- Lock the 24-byte layout and exact-fallback boundary in tests.\n\nProof:\n- go test ./...\n- Five-corpus full compile heap geomean: -0.45%.\n- Six-pair 1s compile latency confirmation: +0.30%, statistically flat.\n- ARM64 code bytes matched for json-as, Lua, SQLite, Ruby, and esbuild.\n\nDocs:\n- Inline comments document saturation and fallback semantics.
pr-commit-messages.txt	389	docs: record compact validation checkpoint	9a9449fe0f1f5c15cddc080566458468d77156da	method-or-checkpoint		commit 9a9449fe0f1f5c15cddc080566458468d77156da
pr-commit-messages.txt	391	docs: record compact validation checkpoint	9a9449fe0f1f5c15cddc080566458468d77156da	time,memory,code-or-storage-size,method-or-checkpoint		Why:\n- The report did not include the latest validation-summary memory result or rejected ARM64 probes.\n\nWhat:\n- Record the 24-byte function summary and five-corpus heap measurements.\n- Document the confirmed latency-neutral result and exact overflow fallback.\n- Add the rejected history, i32-home, and direct-compare probes.\n\nProof:\n- git diff --check\n- go test ./...\n\nDocs:\n- REPORT.md is the requested live performance checkpoint.
pr-commit-messages.txt	393	wasm: narrow validated function flags	8dcf6fb8aa42009125fac5336190c885b98ce11a	method-or-checkpoint		commit 8dcf6fb8aa42009125fac5336190c885b98ce11a
pr-commit-messages.txt	395	wasm: narrow validated function flags	8dcf6fb8aa42009125fac5336190c885b98ce11a	time,memory,allocations,code-or-storage-size,method-or-checkpoint		Why:\n- The validation summary reserved 64 bits for 28 compile-time flags.\n- Narrowing the flag word reduces every transient function record without adding fallback state.\n\nWhat:\n- Make ValidatedFuncFlags a 32-bit mask.\n- Lock ValidatedFuncFacts at 20 bytes.\n\nProof:\n- go test ./...\n- Five-corpus full compile heap geomean: -0.28%.\n- Compile latency geomean: +0.03%, statistically flat.\n- Allocation counts unchanged.\n\nDocs:\n- No public documentation change; this is an internal representation constraint.
pr-commit-messages.txt	397	wasm: retain only consumed validation facts	57010bb74058a994f43374659582d28388f2a5cb	method-or-checkpoint		commit 57010bb74058a994f43374659582d28388f2a5cb
pr-commit-messages.txt	401	wasm: retain only consumed validation facts	57010bb74058a994f43374659582d28388f2a5cb	time		- Duplicate per-instruction bookkeeping increased latency and retained state without informing the backend.
pr-commit-messages.txt	405	wasm: retain only consumed validation facts	57010bb74058a994f43374659582d28388f2a5cb	time,code-or-storage-size		- Shrink ValidatedFuncFacts from 20 to 12 bytes.
pr-commit-messages.txt	410	wasm: retain only consumed validation facts	57010bb74058a994f43374659582d28388f2a5cb	time,memory		- Five-corpus full compile heap geomean: -0.41% versus the immediate predecessor.
pr-commit-messages.txt	411	wasm: retain only consumed validation facts	57010bb74058a994f43374659582d28388f2a5cb	time,method-or-checkpoint		- Compile latency geomean: -0.11%, statistically flat.
pr-commit-messages.txt	412	wasm: retain only consumed validation facts	57010bb74058a994f43374659582d28388f2a5cb	allocations		- Allocation counts unchanged.
pr-commit-messages.txt	417	docs: refresh ARM64 compile checkpoint	be7e9d9850b0a56d5bc7197247bcb4d97cc9dd60	method-or-checkpoint		commit be7e9d9850b0a56d5bc7197247bcb4d97cc9dd60
pr-commit-messages.txt	418	docs: refresh ARM64 compile checkpoint	be7e9d9850b0a56d5bc7197247bcb4d97cc9dd60	time,method-or-checkpoint		docs: refresh ARM64 compile checkpoint
pr-commit-messages.txt	419	docs: refresh ARM64 compile checkpoint	be7e9d9850b0a56d5bc7197247bcb4d97cc9dd60	time,memory,method-or-checkpoint		Record the exact current-head comparison against pinned main after compacting validation facts. The five large corpora compile 23.92% faster with 0.87% more heap by geomean.
pr-commit-messages.txt	421	wasm: reduce segment facts per validation worker	760d321ebdd7733fe94ec8875f86396f5623a93c	method-or-checkpoint		commit 760d321ebdd7733fe94ec8875f86396f5623a93c
pr-commit-messages.txt	425	wasm: reduce segment facts per validation worker	760d321ebdd7733fe94ec8875f86396f5623a93c	time,code-or-storage-size		- Keeping rare counts in the fixed record prevented the validation summary from reaching its 8-byte target.
pr-commit-messages.txt	430	wasm: reduce segment facts per validation worker	760d321ebdd7733fe94ec8875f86396f5623a93c	time,code-or-storage-size		- Store the exact maxima once in ValidatedModuleAnalysis and shrink ValidatedFuncFacts from 12 to 8 bytes.
pr-commit-messages.txt	434	wasm: reduce segment facts per validation worker	760d321ebdd7733fe94ec8875f86396f5623a93c	time,method-or-checkpoint		- Six-pair five-corpus full compile latency geomean: +0.01%, statistically flat.
pr-commit-messages.txt	435	wasm: reduce segment facts per validation worker	760d321ebdd7733fe94ec8875f86396f5623a93c	time,memory,allocations		- Full compile heap geomean: -0.27%; allocations unchanged.
pr-commit-messages.txt	441	wasm: fuse validation fact observation	9ce0c2b9aa34a2c5331c44345e53be6203c11f66	method-or-checkpoint		commit 9ce0c2b9aa34a2c5331c44345e53be6203c11f66
pr-commit-messages.txt	454	wasm: fuse validation fact observation	9ce0c2b9aa34a2c5331c44345e53be6203c11f66	time,method-or-checkpoint		- Six-pair five-corpus full compile latency geomean: -1.35%.
pr-commit-messages.txt	455	wasm: fuse validation fact observation	9ce0c2b9aa34a2c5331c44345e53be6203c11f66	memory,allocations		- Heap and allocation counts unchanged.
pr-commit-messages.txt	461	docs: refresh ARM64 performance checkpoint	412a681dee39acbacf12d717f6170a0793024003	method-or-checkpoint		commit 412a681dee39acbacf12d717f6170a0793024003
pr-commit-messages.txt	462	docs: refresh ARM64 performance checkpoint	412a681dee39acbacf12d717f6170a0793024003	method-or-checkpoint		docs: refresh ARM64 performance checkpoint
pr-commit-messages.txt	468	docs: refresh ARM64 performance checkpoint	412a681dee39acbacf12d717f6170a0793024003	time,memory		- record current large-module compile latency and heap
pr-commit-messages.txt	469	docs: refresh ARM64 performance checkpoint	412a681dee39acbacf12d717f6170a0793024003	time,code-or-storage-size		- record generated ARM64 code sizes and the complete execution-corpus result
pr-commit-messages.txt	473	docs: refresh ARM64 performance checkpoint	412a681dee39acbacf12d717f6170a0793024003	time,method-or-checkpoint		- eight interleaved 300 ms compile samples per large corpus
pr-commit-messages.txt	474	docs: refresh ARM64 performance checkpoint	412a681dee39acbacf12d717f6170a0793024003	time,method-or-checkpoint		- eight interleaved 100 ms execution samples per workload
pr-commit-messages.txt	480	arm64: pair instance context transfers	aee876745ca2a75bfe2bed2623d4787147d2d4e9	method-or-checkpoint		commit aee876745ca2a75bfe2bed2623d4787147d2d4e9
pr-commit-messages.txt	481	arm64: pair instance context transfers	aee876745ca2a75bfe2bed2623d4787147d2d4e9	method-or-checkpoint		arm64: pair instance context transfers
pr-commit-messages.txt	483	arm64: pair instance context transfers	aee876745ca2a75bfe2bed2623d4787147d2d4e9	time		- copyInstanceContext accounted for 8.2% of the current full-compile profile
pr-commit-messages.txt	488	arm64: pair instance context transfers	aee876745ca2a75bfe2bed2623d4787147d2d4e9			- reduce each context copy from 21 to 15 instructions
pr-commit-messages.txt	494	arm64: pair instance context transfers	aee876745ca2a75bfe2bed2623d4787147d2d4e9	time,method-or-checkpoint		- backend compile geomean -0.61% over six interleaved 1s samples
pr-commit-messages.txt	495	arm64: pair instance context transfers	aee876745ca2a75bfe2bed2623d4787147d2d4e9	method-or-checkpoint		- cross-instance direct -5.39%, indirect -2.70% over ten interleaved 500ms samples
pr-commit-messages.txt	496	arm64: pair instance context transfers	aee876745ca2a75bfe2bed2623d4787147d2d4e9	code-or-storage-size		- large-module generated code geomean -0.78%
pr-commit-messages.txt	499	arm64: pair instance context transfers	aee876745ca2a75bfe2bed2623d4787147d2d4e9			- unchanged; internal lowering optimization with no workflow impact
pr-commit-messages.txt	501	arm64: gate bounds diagnostics behind stats	0257371c1bec54fbc8750a27d808ba092c45c1ea	method-or-checkpoint		commit 0257371c1bec54fbc8750a27d808ba092c45c1ea
pr-commit-messages.txt	502	arm64: gate bounds diagnostics behind stats	0257371c1bec54fbc8750a27d808ba092c45c1ea			arm64: gate bounds diagnostics behind stats
pr-commit-messages.txt	509	arm64: gate bounds diagnostics behind stats	0257371c1bec54fbc8750a27d808ba092c45c1ea			- preserve bounds certificates and emitted checks unchanged
pr-commit-messages.txt	513	arm64: gate bounds diagnostics behind stats	0257371c1bec54fbc8750a27d808ba092c45c1ea	code-or-storage-size		- exact code-B parity across json-as, Lua, SQLite, Ruby, and esbuild
pr-commit-messages.txt	514	arm64: gate bounds diagnostics behind stats	0257371c1bec54fbc8750a27d808ba092c45c1ea	time,method-or-checkpoint		- backend compile geomean -3.27% over six interleaved 1s samples
pr-commit-messages.txt	515	arm64: gate bounds diagnostics behind stats	0257371c1bec54fbc8750a27d808ba092c45c1ea	memory,allocations		- heap and allocation geomeans unchanged
pr-commit-messages.txt	518	arm64: gate bounds diagnostics behind stats	0257371c1bec54fbc8750a27d808ba092c45c1ea			- unchanged; this enforces the existing opt-in diagnostics contract
pr-commit-messages.txt	520	docs: refresh ARM64 stopping-point report	dc1afd332a674e016ccbcaecd5445c6f3e43d317	method-or-checkpoint		commit dc1afd332a674e016ccbcaecd5445c6f3e43d317
pr-commit-messages.txt	521	docs: refresh ARM64 stopping-point report	dc1afd332a674e016ccbcaecd5445c6f3e43d317			docs: refresh ARM64 stopping-point report
pr-commit-messages.txt	523	docs: refresh ARM64 stopping-point report	dc1afd332a674e016ccbcaecd5445c6f3e43d317	time,method-or-checkpoint		- The two latest ARM64 compile-latency changes were not represented in the published checkpoint.
pr-commit-messages.txt	527	docs: refresh ARM64 stopping-point report	dc1afd332a674e016ccbcaecd5445c6f3e43d317	time,memory		- Refresh large-corpus backend and end-to-end compile latency and heap tables.
pr-commit-messages.txt	532	docs: refresh ARM64 stopping-point report	dc1afd332a674e016ccbcaecd5445c6f3e43d317	time,method-or-checkpoint		- Eight interleaved 300 ms samples across json-as, Lua, SQLite, Ruby, and esbuild.
pr-commit-messages.txt	533	docs: refresh ARM64 stopping-point report	dc1afd332a674e016ccbcaecd5445c6f3e43d317	time,method-or-checkpoint		- Eight interleaved 100 ms complete execution-corpus samples.
pr-commit-messages.txt	539	arm64: batch loop phase padding	777fc8cabd3bc345822b6ad08a0581277a6c468a	method-or-checkpoint		commit 777fc8cabd3bc345822b6ad08a0581277a6c468a
pr-commit-messages.txt	540	arm64: batch loop phase padding	777fc8cabd3bc345822b6ad08a0581277a6c468a			arm64: batch loop phase padding
pr-commit-messages.txt	542	arm64: batch loop phase padding	777fc8cabd3bc345822b6ad08a0581277a6c468a			- CPU profiles attribute a material part of ARM64 lowering to the fixed four-NOP poll-free loop phase pad.
pr-commit-messages.txt	551	arm64: batch loop phase padding	777fc8cabd3bc345822b6ad08a0581277a6c468a			- Five-corpus backend geomean -0.55% in the 6x1s confirmation.
pr-commit-messages.txt	556	arm64: batch loop phase padding	777fc8cabd3bc345822b6ad08a0581277a6c468a	code-or-storage-size		- No public documentation change; emitted code and policy are unchanged.
pr-commit-messages.txt	558	arm64: skip diagnostic loop rescans	2c57b934410b399d894cd891e12866b90662589f	method-or-checkpoint		commit 2c57b934410b399d894cd891e12866b90662589f
pr-commit-messages.txt	559	arm64: skip diagnostic loop rescans	2c57b934410b399d894cd891e12866b90662589f			arm64: skip diagnostic loop rescans
pr-commit-messages.txt	569	arm64: skip diagnostic loop rescans	2c57b934410b399d894cd891e12866b90662589f			- Five-corpus backend geomean -6.44% in the 6x1s confirmation.
pr-commit-messages.txt	570	arm64: skip diagnostic loop rescans	2c57b934410b399d894cd891e12866b90662589f	memory,allocations		- Backend heap -0.80% and allocations -1.14% geomean.
pr-commit-messages.txt	577	docs: refresh ARM64 latency checkpoint	7134d07d3d2a0891c5512ceb63dff1541ff80635	method-or-checkpoint		commit 7134d07d3d2a0891c5512ceb63dff1541ff80635
pr-commit-messages.txt	578	docs: refresh ARM64 latency checkpoint	7134d07d3d2a0891c5512ceb63dff1541ff80635	time,method-or-checkpoint		docs: refresh ARM64 latency checkpoint
pr-commit-messages.txt	580	docs: refresh ARM64 latency checkpoint	7134d07d3d2a0891c5512ceb63dff1541ff80635	time,method-or-checkpoint		- The latest ARM64 compiler-only changes materially improve the current branch over the previous report checkpoint.
pr-commit-messages.txt	581	docs: refresh ARM64 latency checkpoint	7134d07d3d2a0891c5512ceb63dff1541ff80635	time,memory,code-or-storage-size,method-or-checkpoint		- Review needs exact current-versus-main compile latency, heap, generated-code, and execution measurements.
pr-commit-messages.txt	589	docs: refresh ARM64 latency checkpoint	7134d07d3d2a0891c5512ceb63dff1541ff80635	time,method-or-checkpoint		- Eight interleaved 300 ms samples for backend and full compilation.
pr-commit-messages.txt	590	docs: refresh ARM64 latency checkpoint	7134d07d3d2a0891c5512ceb63dff1541ff80635	time,method-or-checkpoint		- Eight interleaved 100 ms samples for the complete execution corpus.
pr-commit-messages.txt	591	docs: refresh ARM64 latency checkpoint	7134d07d3d2a0891c5512ceb63dff1541ff80635	code-or-storage-size		- One exact generated-code size pass across five large corpora.
pr-commit-messages.txt	596	docs: record rejected ARM64 latency probes	aceb11ed1878743bb73b9cb07a3df55d709b9b63	method-or-checkpoint		commit aceb11ed1878743bb73b9cb07a3df55d709b9b63
pr-commit-messages.txt	597	docs: record rejected ARM64 latency probes	aceb11ed1878743bb73b9cb07a3df55d709b9b63	time		docs: record rejected ARM64 latency probes
pr-commit-messages.txt	599	docs: record rejected ARM64 latency probes	aceb11ed1878743bb73b9cb07a3df55d709b9b63	time,allocations,method-or-checkpoint		The ARM64 first pass tested several additional profile-led changes after the stopping-point report. Their negative and below-noise results need to remain discoverable so later work does not repeat them or mistake allocation-only scheduling wins for latency wins.
pr-commit-messages.txt	602	docs: record rejected ARM64 latency probes	aceb11ed1878743bb73b9cb07a3df55d709b9b63	allocations		Record the zero-local store, memarg classifier, load/store helper, instruction append, and stable cost-bucket scheduler measurements. Mark the ARM64 first pass as a defensible plateau and point the next implementation phase at AMD64 allocator traversal work.
pr-commit-messages.txt	605	docs: record rejected ARM64 latency probes	aceb11ed1878743bb73b9cb07a3df55d709b9b63	method-or-checkpoint		benchstat comparisons recorded in /tmp/arm64-{zero,memarg,ldst,word,cost-order}-*-20260905.txt; every candidate was removed and the worktree returned to the pushed implementation checkpoint.
pr-commit-messages.txt	610	docs: reconcile ARM64 stopping-point metrics	4eddc46b2e6fd4d7be9c4bc54b21ff4e6a168562	method-or-checkpoint		commit 4eddc46b2e6fd4d7be9c4bc54b21ff4e6a168562
pr-commit-messages.txt	611	docs: reconcile ARM64 stopping-point metrics	4eddc46b2e6fd4d7be9c4bc54b21ff4e6a168562			docs: reconcile ARM64 stopping-point metrics
pr-commit-messages.txt	613	arm64: tighten inline body budget	97d3867f280ffca8611ab586202cc190687b375e	method-or-checkpoint		commit 97d3867f280ffca8611ab586202cc190687b375e
pr-commit-messages.txt	614	arm64: tighten inline body budget	97d3867f280ffca8611ab586202cc190687b375e			arm64: tighten inline body budget
pr-commit-messages.txt	617	arm64: tighten inline body budget	97d3867f280ffca8611ab586202cc190687b375e	time,code-or-storage-size		- disabling all inlining regressed many_funcs execution, while a 16-byte ceiling preserved its gain
pr-commit-messages.txt	620	arm64: tighten inline body budget	97d3867f280ffca8611ab586202cc190687b375e	code-or-storage-size		- limit default ARM64 inlining to 16-byte helper bodies
pr-commit-messages.txt	627	arm64: tighten inline body budget	97d3867f280ffca8611ab586202cc190687b375e	time,code-or-storage-size		- five-corpus full compile geomean -2.43% versus the prior 160-byte limit
pr-commit-messages.txt	628	arm64: tighten inline body budget	97d3867f280ffca8611ab586202cc190687b375e	time,method-or-checkpoint		- complete execution geomean -0.77%, with many_funcs flat
pr-commit-messages.txt	631	arm64: tighten inline body budget	97d3867f280ffca8611ab586202cc190687b375e			- unchanged; REPORT.md records the benchmark procedure and result separately
pr-commit-messages.txt	633	docs: update ARM64 performance checkpoint	9374596c2845e05a8f4be2357765c3443b176e3b	method-or-checkpoint		commit 9374596c2845e05a8f4be2357765c3443b176e3b
pr-commit-messages.txt	634	docs: update ARM64 performance checkpoint	9374596c2845e05a8f4be2357765c3443b176e3b	method-or-checkpoint		docs: update ARM64 performance checkpoint
pr-commit-messages.txt	636	docs: update ARM64 performance checkpoint	9374596c2845e05a8f4be2357765c3443b176e3b	time,memory,code-or-storage-size		- the retained inline-budget change materially shifts current compile, memory, code-size, and execution results
pr-commit-messages.txt	641	docs: update ARM64 performance checkpoint	9374596c2845e05a8f4be2357765c3443b176e3b			- identify the next profile-led ARM64 candidates
pr-commit-messages.txt	651	arm64: skip unreachable fragment scans	d947f0a31b1e79d015ea4ae93d8d7d9ed7d6245a	method-or-checkpoint		commit d947f0a31b1e79d015ea4ae93d8d7d9ed7d6245a
pr-commit-messages.txt	652	arm64: skip unreachable fragment scans	d947f0a31b1e79d015ea4ae93d8d7d9ed7d6245a			arm64: skip unreachable fragment scans
pr-commit-messages.txt	663	arm64: skip unreachable fragment scans	d947f0a31b1e79d015ea4ae93d8d7d9ed7d6245a	time		- five-corpus backend compile geomean -1.85%
pr-commit-messages.txt	664	arm64: skip unreachable fragment scans	d947f0a31b1e79d015ea4ae93d8d7d9ed7d6245a	time		- five-corpus full compile geomean -2.99%
pr-commit-messages.txt	665	arm64: skip unreachable fragment scans	d947f0a31b1e79d015ea4ae93d8d7d9ed7d6245a	time,memory,allocations		- compile heap and allocations unchanged
pr-commit-messages.txt	666	arm64: skip unreachable fragment scans	d947f0a31b1e79d015ea4ae93d8d7d9ed7d6245a	code-or-storage-size		- native sizes identical across the complete corpus
pr-commit-messages.txt	669	arm64: skip unreachable fragment scans	d947f0a31b1e79d015ea4ae93d8d7d9ed7d6245a			- unchanged; internal hot-loop simplification with no workflow impact
pr-commit-messages.txt	671	docs: update ARM64 peephole checkpoint	de707427e1d7c4582daeda0de100b011f72347a0	method-or-checkpoint		commit de707427e1d7c4582daeda0de100b011f72347a0
pr-commit-messages.txt	672	docs: update ARM64 peephole checkpoint	de707427e1d7c4582daeda0de100b011f72347a0	method-or-checkpoint		docs: update ARM64 peephole checkpoint
pr-commit-messages.txt	674	arm64: skip empty local merge state	bd41defe268c42000b20488a248606baf096d7e7	method-or-checkpoint		commit bd41defe268c42000b20488a248606baf096d7e7
pr-commit-messages.txt	675	arm64: skip empty local merge state	bd41defe268c42000b20488a248606baf096d7e7			arm64: skip empty local merge state
pr-commit-messages.txt	677	arm64: skip empty local call scans	4abca14ff5c5b0fc68ff6d05893d71f432ab8b42	method-or-checkpoint		commit 4abca14ff5c5b0fc68ff6d05893d71f432ab8b42
pr-commit-messages.txt	678	arm64: skip empty local call scans	4abca14ff5c5b0fc68ff6d05893d71f432ab8b42			arm64: skip empty local call scans
pr-commit-messages.txt	680	arm64: inline local merge snapshots	41880104a8273b84e391afa57833448cd9382e36	method-or-checkpoint		commit 41880104a8273b84e391afa57833448cd9382e36
pr-commit-messages.txt	681	arm64: inline local merge snapshots	41880104a8273b84e391afa57833448cd9382e36			arm64: inline local merge snapshots
pr-commit-messages.txt	683	docs: update ARM64 local-state checkpoint	27955a97c048e3f069722b4663b790e789f0f0a1	method-or-checkpoint		commit 27955a97c048e3f069722b4663b790e789f0f0a1
pr-commit-messages.txt	684	docs: update ARM64 local-state checkpoint	27955a97c048e3f069722b4663b790e789f0f0a1	method-or-checkpoint		docs: update ARM64 local-state checkpoint
pr-commit-messages.txt	686	docs: record rejected br_table reservation probe	fe04343073fcdb2621f289f1dc1b9093d40e8d97	method-or-checkpoint		commit fe04343073fcdb2621f289f1dc1b9093d40e8d97
pr-commit-messages.txt	689	arm64: reuse repeated host adapter encodings	0b2e380d4991762043f4a12bbb7c08a111e4ad7c	method-or-checkpoint		commit 0b2e380d4991762043f4a12bbb7c08a111e4ad7c
pr-commit-messages.txt	690	arm64: reuse repeated host adapter encodings	0b2e380d4991762043f4a12bbb7c08a111e4ad7c			arm64: reuse repeated host adapter encodings
pr-commit-messages.txt	692	docs: update ARM64 adapter cache checkpoint	1c1d3919835dcd349335f2fdad77071b7904c9c2	method-or-checkpoint		commit 1c1d3919835dcd349335f2fdad77071b7904c9c2
pr-commit-messages.txt	693	docs: update ARM64 adapter cache checkpoint	1c1d3919835dcd349335f2fdad77071b7904c9c2	method-or-checkpoint		docs: update ARM64 adapter cache checkpoint
pr-commit-messages.txt	695	docs: record ARM64 profile follow-ups	163866cbf253687e0fa992255a58358a5b2aabaf	method-or-checkpoint		commit 163866cbf253687e0fa992255a58358a5b2aabaf
pr-commit-messages.txt	696	docs: record ARM64 profile follow-ups	163866cbf253687e0fa992255a58358a5b2aabaf			docs: record ARM64 profile follow-ups
pr-commit-messages.txt	698	compiler: speed ARM64 inline caller analysis	b76df3b924c0510a57868489528ec7d284c1d997	method-or-checkpoint		commit b76df3b924c0510a57868489528ec7d284c1d997
pr-commit-messages.txt	699	compiler: speed ARM64 inline caller analysis	b76df3b924c0510a57868489528ec7d284c1d997	time		compiler: speed ARM64 inline caller analysis
pr-commit-messages.txt	701	docs: refresh ARM64 compile checkpoint	63a331f497620f139f1fec782cf9de45e0421515	method-or-checkpoint		commit 63a331f497620f139f1fec782cf9de45e0421515
pr-commit-messages.txt	702	docs: refresh ARM64 compile checkpoint	63a331f497620f139f1fec782cf9de45e0421515	time,method-or-checkpoint		docs: refresh ARM64 compile checkpoint
pr-commit-messages.txt	704	docs: record rejected ARM64 compile probes	2e613c11e493ff67b5c93c85bf89dac3e2e90cc7	method-or-checkpoint		commit 2e613c11e493ff67b5c93c85bf89dac3e2e90cc7
pr-commit-messages.txt	705	docs: record rejected ARM64 compile probes	2e613c11e493ff67b5c93c85bf89dac3e2e90cc7	time		docs: record rejected ARM64 compile probes
pr-commit-messages.txt	707	docs: record ARM64 compile follow-up probes	043e98836382edc93e618bc40e1e6c80fe70fa6b	method-or-checkpoint		commit 043e98836382edc93e618bc40e1e6c80fe70fa6b
pr-commit-messages.txt	708	docs: record ARM64 compile follow-up probes	043e98836382edc93e618bc40e1e6c80fe70fa6b	time		docs: record ARM64 compile follow-up probes
pr-commit-messages.txt	710	arm64: retire detailed operand arena prediction	889c7bbceae8436819c5538674dd3b7fbc2898a6	method-or-checkpoint		commit 889c7bbceae8436819c5538674dd3b7fbc2898a6
pr-commit-messages.txt	711	arm64: retire detailed operand arena prediction	889c7bbceae8436819c5538674dd3b7fbc2898a6			arm64: retire detailed operand arena prediction
pr-commit-messages.txt	713	arm64: retire detailed operand arena prediction	889c7bbceae8436819c5538674dd3b7fbc2898a6	time		- per-op arena simulation costs 3.69% backend compile latency on the large corpus
pr-commit-messages.txt	718	arm64: retire detailed operand arena prediction	889c7bbceae8436819c5538674dd3b7fbc2898a6	code-or-storage-size		- remove obsolete node prediction state and shrink funcHints from 32 to 28 bytes
pr-commit-messages.txt	719	arm64: retire detailed operand arena prediction	889c7bbceae8436819c5538674dd3b7fbc2898a6			- account cached adapter alignment padding identically to uncached adapters
pr-commit-messages.txt	723	arm64: retire detailed operand arena prediction	889c7bbceae8436819c5538674dd3b7fbc2898a6			- ARM64 worker determinism test, 20 repetitions
pr-commit-messages.txt	724	arm64: retire detailed operand arena prediction	889c7bbceae8436819c5538674dd3b7fbc2898a6	time		- five-corpus backend geomean -3.69%, full compile -2.88%
pr-commit-messages.txt	725	arm64: retire detailed operand arena prediction	889c7bbceae8436819c5538674dd3b7fbc2898a6	code-or-storage-size		- generated code length and SHA-256 unchanged
pr-commit-messages.txt	728	arm64: retire detailed operand arena prediction	889c7bbceae8436819c5538674dd3b7fbc2898a6			- unchanged, no developer or agent workflow impact
pr-commit-messages.txt	730	docs: refresh ARM64 compile checkpoint	457873b0a90732165710a666c59e8afee5d627c4	method-or-checkpoint		commit 457873b0a90732165710a666c59e8afee5d627c4
pr-commit-messages.txt	731	docs: refresh ARM64 compile checkpoint	457873b0a90732165710a666c59e8afee5d627c4	time,method-or-checkpoint		docs: refresh ARM64 compile checkpoint
pr-commit-messages.txt	734	docs: refresh ARM64 compile checkpoint	457873b0a90732165710a666c59e8afee5d627c4	time,memory,allocations,code-or-storage-size,method-or-checkpoint		- review needs exact main-relative latency, heap, allocation, code, and execution context
pr-commit-messages.txt	743	docs: refresh ARM64 compile checkpoint	457873b0a90732165710a666c59e8afee5d627c4	time,method-or-checkpoint		- eight interleaved 300 ms samples per revision for the large compile corpus
pr-commit-messages.txt	748	wasm: streamline bytecode cursor reads	376f4086e476b0714bad0d2a217c98bd77b8dd4a	method-or-checkpoint		commit 376f4086e476b0714bad0d2a217c98bd77b8dd4a
pr-commit-messages.txt	752	wasm: streamline bytecode cursor reads	376f4086e476b0714bad0d2a217c98bd77b8dd4a	time,code-or-storage-size,method-or-checkpoint		- ARM64 profiles place bytecode traversal on the remaining compile path
pr-commit-messages.txt	760	wasm: streamline bytecode cursor reads	376f4086e476b0714bad0d2a217c98bd77b8dd4a	method-or-checkpoint		- twelve-pair large-corpus ARM64 backend geomean -2.61%
pr-commit-messages.txt	761	wasm: streamline bytecode cursor reads	376f4086e476b0714bad0d2a217c98bd77b8dd4a	time,method-or-checkpoint		- twelve-pair full compile geomean -2.43%
pr-commit-messages.txt	762	wasm: streamline bytecode cursor reads	376f4086e476b0714bad0d2a217c98bd77b8dd4a	memory,allocations		- heap and allocations unchanged
pr-commit-messages.txt	763	wasm: streamline bytecode cursor reads	376f4086e476b0714bad0d2a217c98bd77b8dd4a	code-or-storage-size		- generated code length and SHA-256 unchanged across five large modules
pr-commit-messages.txt	766	wasm: streamline bytecode cursor reads	376f4086e476b0714bad0d2a217c98bd77b8dd4a			- unchanged, no developer or agent workflow impact
pr-commit-messages.txt	768	wasm: fast-path compact LEB immediates	1e8e6a41c31a1fb5e2d21d996edce020631946d9	method-or-checkpoint		commit 1e8e6a41c31a1fb5e2d21d996edce020631946d9
pr-commit-messages.txt	775	wasm: fast-path compact LEB immediates	1e8e6a41c31a1fb5e2d21d996edce020631946d9	time,code-or-storage-size		- decode one-byte U32 and I32 values directly
pr-commit-messages.txt	782	wasm: fast-path compact LEB immediates	1e8e6a41c31a1fb5e2d21d996edce020631946d9	time		- U32 incremental ARM64 backend geomean -1.73%, full compile -1.92%
pr-commit-messages.txt	783	wasm: fast-path compact LEB immediates	1e8e6a41c31a1fb5e2d21d996edce020631946d9	time,method-or-checkpoint		- I32 incremental backend geomean -0.79%, full compile statistically flat
